,FOL_tas,ORO_tas,SHA_tas
2091-03-06,286.30667,285.8083,283.77206
2091-03-07,285.0916,285.8849,284.72415
2091-03-08,284.86932,284.46445,280.56857
2091-03-09,283.63342,283.8638,280.99863
2091-03-10,286.00696,286.1407,282.9988
2091-03-11,287.22745,286.79102,284.27625
2091-03-12,287.76562,287.45648,284.675
2091-03-13,288.61496,287.92395,283.00934
2091-03-14,286.52444,286.08472,283.6305
2091-03-15,286.8631,285.14874,281.67273
2091-03-16,288.23273,287.90454,285.18542
2091-03-17,289.20026,289.32867,284.30603
2091-03-18,288.5019,288.34576,284.6231
2091-03-19,290.69778,289.86298,288.42114
2091-03-20,291.1199,290.96033,289.09686
2091-03-21,292.61783,292.6595,290.56516
2091-03-22,292.61664,292.88162,290.03253
2091-03-23,287.989,288.98813,284.4413
2091-03-24,287.65424,287.2035,284.06592
2091-03-25,288.48468,288.8474,286.32907
2091-03-26,288.40533,288.77206,285.7708
2091-03-27,287.886,288.5317,285.87717
2091-03-28,287.72162,287.84387,284.2828
2091-03-29,288.64935,288.29303,285.48035
2091-03-30,288.55817,288.41037,285.62442
2091-03-31,287.67694,288.77298,286.42416
2091-04-01,290.62665,291.7163,289.93484
2091-04-02,291.56262,292.37863,290.48926
2091-04-03,290.82126,290.224,286.444
2091-04-04,288.39642,286.8278,285.0158
2091-04-05,286.2724,285.04327,282.61276
2091-04-06,286.03976,285.36273,283.17096
2091-04-07,286.17468,284.5775,282.29962
2091-04-08,285.99835,286.2149,283.8113
2091-04-09,287.3148,287.4863,285.1945
2091-04-10,289.04584,289.3122,287.0456
2091-04-11,289.74756,290.37637,287.523
2091-04-12,290.69568,290.50522,287.17554
2091-04-13,291.43466,291.66895,287.30655
2091-04-14,294.4057,294.28226,291.7721
2091-04-15,296.68655,296.4668,294.99228
2091-04-16,298.22687,298.67828,297.05914
2091-04-17,296.45255,297.6867,296.0969
2091-04-18,292.59323,293.8416,288.55466
2091-04-19,289.4948,288.63715,284.69464
2091-04-20,284.32224,284.07736,282.72638
2091-04-21,287.00623,286.86102,285.2215
2091-04-22,289.76306,290.1648,288.69595
2091-04-23,290.19785,290.56976,289.45917
2091-04-24,288.349,287.28522,284.5333
2091-04-25,285.51517,284.87958,281.617
2091-04-26,285.57745,284.6102,282.33942
2091-04-27,288.5693,288.37277,286.25552
2091-04-28,290.80533,290.81622,289.3621
2091-04-29,291.08273,291.67245,290.6858
2091-04-30,293.10535,293.64117,292.51016
2091-05-01,295.40112,295.84235,293.69492
2091-05-02,297.7449,297.88748,295.83276
2091-05-03,299.4121,299.19153,295.82993
2091-05-04,297.08527,297.28015,294.20883
2091-05-05,290.98123,292.3392,290.78442
2091-05-06,295.38248,295.9708,292.654
2091-05-07,294.29126,295.11884,294.5638
2091-05-08,293.46255,293.82397,292.2546
2091-05-09,293.3423,293.61786,290.19376
2091-05-10,292.83853,293.47266,290.31857
2091-05-11,290.92847,290.9516,286.87387
2091-05-12,292.14972,291.71155,289.28622
2091-05-13,293.82275,293.22598,289.16095
2091-05-14,298.0003,298.5081,294.5951
2091-05-15,302.35254,301.90808,299.59125
2091-05-16,304.5876,304.71805,302.39664
2091-05-17,306.33414,305.67886,302.01614
2091-05-18,302.93076,301.18103,296.17917
2091-05-19,293.30002,294.13715,290.38144
2091-05-20,293.53973,294.2707,293.5574
2091-05-21,293.31738,294.58316,294.42435
2091-05-22,293.566,294.92316,295.00842
2091-05-23,293.9425,295.13556,295.41373
2091-05-24,294.5156,295.85825,296.2735
2091-05-25,297.29034,298.4571,297.64804
2091-05-26,298.6595,300.09137,298.5407
2091-05-27,300.4682,301.81393,299.14093
2091-05-28,298.28235,300.44,300.90906
2091-05-29,296.8415,298.61795,301.17377
2091-05-30,301.03308,302.3949,302.92236
2091-05-31,297.441,300.13263,301.89142
2091-06-01,295.62262,297.83484,300.3469
2091-06-02,296.24396,298.07895,300.2257
2091-06-03,296.93814,298.8742,300.6775
2091-06-04,296.60043,298.63202,300.15225
2091-06-05,297.17212,298.91913,299.8927
2091-06-06,297.2482,298.9331,299.74353
2091-06-07,297.7243,298.9325,298.8473
2091-06-08,294.95294,296.6787,293.25113
2091-06-09,293.41736,293.46036,290.50626
2091-06-10,291.94424,290.85223,289.61703
