         5404811 function calls (5345084 primitive calls) in 5.299 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      357    0.001    0.000    0.004    0.000 numeric.py:2565(array_equal)
     2904    0.001    0.000    0.024    0.000 missing.py:26(isnull)
     1584    0.001    0.000    0.021    0.000 version.py:24(parse)
  413/405    0.001    0.000    0.370    0.001 frame.py:2317(__setitem__)
     4436    0.001    0.000    0.002    0.000 linalg.py:111(isComplexType)
     2933    0.001    0.000    0.001    0.000 frame.py:485(axes)
      751    0.001    0.000    0.002    0.000 internals.py:4665(_get_blkno_placements)
      888    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
5631/5630    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
       10    0.001    0.000    0.271    0.027 groupby.py:1776(apply)
        2    0.001    0.001    0.001    0.001 frequencies.py:900(month_position_check)
     2109    0.001    0.000    0.007    0.000 common.py:190(is_categorical)
      507    0.001    0.000    0.002    0.000 shape_base.py:63(atleast_2d)
     2772    0.001    0.000    0.002    0.000 indexing.py:1319(<genexpr>)
     1197    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:176(cb)
      411    0.001    0.000    0.350    0.001 frame.py:2385(_set_item)
       64    0.001    0.000    0.317    0.005 internals.py:1595(to_native_types)
       39    0.001    0.000    0.001    0.000 {pandas._libs.lib.isnullobj}
     9862    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
     1348    0.001    0.000    0.003    0.000 generic.py:1654(_set_as_cached)
      571    0.001    0.000    0.001    0.000 pyparsing.py:1121(__init__)
     2698    0.001    0.000    0.001    0.000 {built-in method builtins.max}
       17    0.001    0.000    0.003    0.000 enum.py:124(__new__)
     8967    0.001    0.000    0.001    0.000 datetimes.py:1666(is_all_dates)
     8788    0.001    0.000    0.001    0.000 parser.py:177(__iter__)
     1512    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
      900    0.001    0.000    0.003    0.000 copy.py:268(_reconstruct)
     3327    0.001    0.000    0.002    0.000 linalg.py:124(_realType)
     2020    0.001    0.000    0.002    0.000 __init__.py:2053(dist_factory)
     1757    0.001    0.000    0.002    0.000 common.py:1456(is_float_dtype)
     2765    0.001    0.000    0.012    0.000 _methods.py:37(_any)
     2542    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
      411    0.001    0.000    0.032    0.000 generic.py:1758(_set_item)
     6170    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
     1109    0.001    0.000    0.001    0.000 {built-in method bottleneck.reduce.nanstd}
      789    0.001    0.000    0.001    0.000 relativedelta.py:217(_fix)
      110    0.001    0.000    0.065    0.001 generic.py:3564(fillna)
     3368    0.001    0.000    0.002    0.000 numeric.py:534(asanyarray)
     6178    0.001    0.000    0.001    0.000 series.py:268(_constructor)
      108    0.001    0.000    0.043    0.000 _distn_infrastructure.py:706(_construct_doc)
      169    0.001    0.000    0.006    0.000 abc.py:132(__new__)
     1119    0.001    0.000    0.008    0.000 {method 'sum' of 'numpy.ndarray' objects}
      357    0.001    0.000    0.024    0.000 generic.py:3413(copy)
       49    0.001    0.000    0.001    0.000 base.py:1258(is_unique)
     1207    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap>:147(__enter__)
     1110    0.001    0.000    0.002    0.000 internals.py:4557(_extend_blocks)
     3608    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:847(__exit__)
        1    0.001    0.001    0.001    0.001 parsers.py:3195(<listcomp>)
      756    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
     1374    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:369(__init__)
      700    0.001    0.000    0.007    0.000 indexing.py:232(_convert_scalar_indexer)
     2228    0.001    0.000    0.013    0.000 _methods.py:31(_sum)
      210    0.001    0.000    0.001    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
     6897    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
     1631    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
      419    0.001    0.000    0.017    0.000 indexing.py:1891(convert_to_index_sliceable)
      159    0.001    0.000    0.028    0.000 {built-in method builtins.sorted}
     1225    0.001    0.000    0.003    0.000 common.py:654(is_dtype_equal)
     2616    0.001    0.000    0.001    0.000 {built-in method pandas._libs.lib.checknull}
     2247    0.001    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
     1005    0.001    0.000    0.001    0.000 inspect.py:2431(__init__)
     1202    0.001    0.000    0.001    0.000 __init__.py:2597(key)
       63    0.001    0.000    0.042    0.001 forecasting.py:247(rem_flow)
     1013    0.001    0.000    0.022    0.000 generic.py:3135(f)
     6897    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
      483    0.001    0.000    0.013    0.000 sre_compile.py:223(_compile_charset)
      368    0.001    0.000    0.019    0.000 internals.py:3411(copy)
     3006    0.001    0.000    0.001    0.000 version.py:244(<genexpr>)
    298/9    0.001    0.000    0.003    0.000 pyparsing.py:1347(_parseNoCache)
      688    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
     3608    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:843(__enter__)
      102    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
      804    0.001    0.000    0.001    0.000 genericpath.py:117(_splitext)
     1346    0.001    0.000    0.002    0.000 __init__.py:2724(__getattr__)
     4333    0.001    0.000    0.001    0.000 internals.py:2897(_get_items)
      324    0.001    0.000    0.002    0.000 inspect.py:1777(_signature_bound_method)
     2602    0.001    0.000    0.001    0.000 posixpath.py:39(_get_sep)
       21    0.001    0.000    0.063    0.003 forecasting.py:23(aprjul_cumulative)
     1644    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap>:403(cached)
       62    0.001    0.000    0.013    0.000 internals.py:3795(insert)
      364    0.001    0.000    0.001    0.000 {pandas._libs.lib.get_blkno_indexers}
     1563    0.001    0.000    0.004    0.000 common.py:1508(is_bool_dtype)
     1096    0.001    0.000    0.067    0.000 <frozen importlib._bootstrap_external>:1149(find_spec)
     1180    0.001    0.000    0.011    0.000 version.py:74(__init__)
      218    0.001    0.000    0.001    0.000 datetimelike.py:419(_isnan)
     1348    0.001    0.000    0.001    0.000 internals.py:332(iget)
     1170    0.001    0.000    0.015    0.000 generic.py:145(_validate_dtype)
     1109    0.001    0.000    0.001    0.000 {built-in method bottleneck.reduce.nanmean}
      784    0.001    0.000    0.003    0.000 __init__.py:1541(_fn)
      756    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
      416    0.001    0.000    0.107    0.000 __init__.py:2021(find_on_path)
      455    0.001    0.000    0.002    0.000 internals.py:1579(_can_hold_element)
        7    0.001    0.000    0.001    0.000 {method 'get_indexer' of 'pandas._libs.index.DatetimeEngine' objects}
      938    0.001    0.000    0.001    0.000 common.py:787(is_signed_integer_dtype)
     6312    0.001    0.000    0.001    0.000 relativedelta.py:181(<genexpr>)
     2970    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      880    0.001    0.000    0.545    0.001 generic.py:1792(_check_setitem_copy)
      390    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
     2406    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      868    0.001    0.000    0.021    0.000 frame.py:1966(_getitem_column)
      105    0.001    0.000    0.044    0.000 series.py:717(setitem)
       86    0.001    0.000    0.011    0.000 internals.py:4317(form_blocks)
      804    0.001    0.000    0.002    0.000 posixpath.py:119(splitext)
      411    0.001    0.000    0.001    0.000 base.py:1658(contains)
      310    0.001    0.000    0.013    0.000 __init__.py:1483(get_metadata)
      159    0.001    0.000    0.064    0.000 sre_compile.py:557(compile)
      438    0.001    0.000    0.001    0.000 function_base.py:2679(__init__)
      159    0.001    0.000    0.005    0.000 sre_compile.py:482(_compile_info)
  635/149    0.001    0.000    0.610    0.004 {built-in method builtins.__import__}
      756    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
      370    0.001    0.000    0.042    0.000 __init__.py:2510(_version_from_file)
      403    0.001    0.000    0.004    0.000 frame.py:2525(reindexer)
      315    0.001    0.000    0.002    0.000 generic.py:275(_construct_axes_dict)
      924    0.001    0.000    0.042    0.000 indexing.py:1470(_getitem_scalar)
      900    0.001    0.000    0.007    0.000 pyparsing.py:1144(copy)
      601    0.001    0.000    0.018    0.000 _decorators.py:183(__call__)
     2423    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
     5454    0.001    0.000    0.001    0.000 {built-in method pandas._libs.lib.is_bool}
     1109    0.001    0.000    0.001    0.000 linalg.py:192(_assertRank2)
     1260    0.001    0.000    0.004    0.000 common.py:439(is_interval_dtype)
       21    0.001    0.000    0.058    0.003 forecasting.py:35(octmar_flow_to_date)
      349    0.001    0.000    0.001    0.000 internals.py:554(_try_cast_result)
     1109    0.001    0.000    0.001    0.000 linalg.py:223(_assertNoEmpty2d)
     1111    0.001    0.000    0.001    0.000 {built-in method math.log}
      756    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
      402    0.001    0.000    0.021    0.000 __init__.py:2016(<listcomp>)
     1207    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:151(__exit__)
     3627    0.001    0.000    0.001    0.000 sre_parse.py:248(match)
     1391    0.001    0.000    0.001    0.000 internals.py:2824(ndim)
      554    0.001    0.000    0.001    0.000 _weakrefset.py:36(__init__)
     2638    0.001    0.000    0.002    0.000 internals.py:2822(<genexpr>)
      683    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
     2004    0.001    0.000    0.001    0.000 version.py:65(_compare)
      900    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      469    0.001    0.000    0.246    0.001 generic.py:1702(_maybe_update_cacher)
      349    0.001    0.000    0.063    0.000 indexing.py:144(_get_setitem_indexer)
     1621    0.001    0.000    0.002    0.000 inference.py:233(is_list_like)
     3937    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
      918    0.001    0.000    0.002    0.000 generic.py:1736(_clear_item_cache)
       13    0.001    0.000    0.005    0.000 ops.py:45(_create_methods)
       48    0.001    0.000    0.001    0.000 my_exceptions.py:61(_mk_exception)
     2367    0.001    0.000    0.001    0.000 relativedelta.py:99(<genexpr>)
     2660    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
     1772    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:37(_relax_case)
      253    0.001    0.000    0.009    0.000 frame.py:653(iterrows)
        1    0.001    0.001    0.001    0.001 rrule.py:1390(_rrulestr)
      105    0.001    0.000    0.012    0.000 ops.py:695(wrapper)
     1532    0.001    0.000    0.001    0.000 {built-in method from_bytes}
       21    0.001    0.000    0.047    0.002 forecasting.py:15(octmar_cumulative)
      122    0.001    0.000    0.011    0.000 generic.py:2480(reindex)
      979    0.001    0.000    0.004    0.000 common.py:972(is_datetime64_any_dtype)
      363    0.001    0.000    0.001    0.000 base.py:1537(_engine)
     3570    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.001    0.001    0.001    0.001 parsers.py:1589(__init__)
       64    0.001    0.000    0.003    0.000 __init__.py:1877(get_metadata)
      893    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:311(__enter__)
      402    0.001    0.000    0.012    0.000 __init__.py:2526(__init__)
      789    0.001    0.000    0.027    0.000 offsets.py:2864(generate_range)
     1109    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.promote_types}
      277    0.001    0.000    0.014    0.000 __init__.py:2171(_handle_ns)
   1313/8    0.001    0.000    0.816    0.102 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
     1512    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
      360    0.001    0.000    0.002    0.000 internals.py:196(make_block)
     1016    0.001    0.000    0.019    0.000 internals.py:3560(consolidate)
     1277    0.001    0.000    0.001    0.000 generic.py:1607(_indexer)
      159    0.001    0.000    0.028    0.000 sre_parse.py:844(parse)
    96/20    0.001    0.000    0.001    0.000 abc.py:194(__subclasscheck__)
      370    0.001    0.000    0.044    0.000 __init__.py:2880(_reload_version)
     1013    0.001    0.000    0.025    0.000 generic.py:3132(_consolidate_inplace)
      103    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
     2218    0.001    0.000    0.001    0.000 linalg.py:219(_isEmpty2d)
     3561    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       56    0.001    0.000    0.001    0.000 {built-in method builtins.dir}
      341    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.arange}
      402    0.001    0.000    0.023    0.000 __init__.py:2010(_by_version)
      791    0.001    0.000    0.001    0.000 calendar.py:113(weekday)
      349    0.001    0.000    0.001    0.000 indexing.py:1863(length_of_indexer)
     2023    0.001    0.000    0.001    0.000 sre_parse.py:171(append)
     2385    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
       86    0.001    0.000    0.030    0.000 frame.py:358(_init_dict)
      483    0.001    0.000    0.005    0.000 internals.py:625(copy)
        1    0.001    0.001    0.001    0.001 datetime.py:658(date)
     1047    0.001    0.000    0.001    0.000 indexing.py:175(<genexpr>)
      194    0.001    0.000    0.001    0.000 functools.py:44(update_wrapper)
        4    0.001    0.000    0.009    0.002 subprocess.py:1208(_execute_child)
     1635    0.001    0.000    0.001    0.000 sre_parse.py:285(tell)
      401    0.001    0.000    0.032    0.000 {built-in method builtins.next}
      204    0.001    0.000    0.001    0.000 {built-in method _operator.eq}
       69    0.001    0.000    0.008    0.000 algorithms.py:1375(take_nd)
       77    0.001    0.000    0.026    0.000 concat.py:356(get_result)
        1    0.001    0.001    0.001    0.001 _distn_infrastructure.py:2523(rv_discrete)
      200    0.001    0.000    0.002    0.000 __init__.py:2769(insert_on)
      273    0.001    0.000    0.001    0.000 {built-in method _operator.ge}
      791    0.001    0.000    0.001    0.000 calendar.py:119(monthrange)
       27    0.000    0.000    0.004    0.000 pluggy.py:341(register)
      510    0.000    0.000    0.003    0.000 datetimelike.py:442(_maybe_mask_results)
