         7588802 function calls (7357347 primitive calls) in 5.749 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        5    0.000    0.000    0.000    0.000 sre_parse.py:885(addgroup)
        5    0.000    0.000    0.000    0.000 copy.py:252(_keep_alive)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:251(NameValidator)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        2    0.000    0.000    0.000    0.000 datetime.py:688(__new__)
        1    0.000    0.000    0.000    0.000 core.py:26(Publisher)
        1    0.000    0.000    0.000    0.000 doctree.py:5(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:70(Transitions)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        5    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:346(_fix_result_transcoding)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        1    0.000    0.000    0.000    0.000 numerictypes.py:860(<lambda>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:957(_register_types)
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
       10    0.000    0.000    0.000    0.000 case.py:1315(_deprecate)
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        1    0.000    0.000    0.000    0.000 __init__.py:402(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1960(NullHandler)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:566(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 main.py:49(TestProgram)
        1    0.000    0.000    0.000    0.000 argparse.py:659(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1581(ArgumentParser)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 __init__.py:31(ObjType)
        1    0.000    0.000    0.000    0.000 __init__.py:44(ObjectDescription)
        1    0.000    0.000    0.000    0.000 __init__.py:219(DefaultDomain)
        4    0.000    0.000    0.000    0.000 docfields.py:138(__init__)
        1    0.000    0.000    0.000    0.000 code.py:374(LiteralInclude)
        1    0.000    0.000    0.000    0.000 other.py:293(Acks)
        1    0.000    0.000    0.000    0.000 images.py:29(Image)
        1    0.000    0.000    0.000    0.000 tables.py:385(ListTable)
        1    0.000    0.000    0.000    0.000 core.py:890(_DomainGreater)
        1    0.000    0.000    0.000    0.000 parallel.py:58(ParallelTasks)
        1    0.000    0.000    0.002    0.002 websupport.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:350(_CountryNameDict)
        2    0.000    0.000    0.000    0.000 tzfile.py:16(_byte_string)
        5    0.000    0.000    0.000    0.000 tzfile.py:22(_std_string)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:592(getdoc)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:543(SocketIO)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:376(Purpose)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2144(IPv6Network)
        3    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        3    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        3    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:32(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:88(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:768(tzrange)
        1    0.000    0.000    0.000    0.000 _common.py:233(tzrangebase)
        1    0.000    0.000    0.000    0.000 config_init.py:494(_register_xlsx)
        1    0.000    0.000    0.000    0.000 config.py:170(get_default_val)
        7    0.000    0.000    0.000    0.000 config.py:791(<listcomp>)
        7    0.000    0.000    0.000    0.000 config.py:794(inner)
        1    0.000    0.000    0.000    0.000 console.py:14(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 console.py:3(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:691(_SharedFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1795(PyZipFile)
        1    0.000    0.000    0.000    0.000 xmlwriter.py:18(XMLwriter)
       19    0.000    0.000    0.000    0.000 worksheet.py:47(convert_cell_args)
        1    0.000    0.000    0.000    0.000 shape.py:11(Shape)
        1    0.000    0.000    0.000    0.000 shape.py:7(<module>)
        1    0.000    0.000    0.000    0.000 packager.py:31(Packager)
        1    0.000    0.000    0.000    0.000 app.py:12(App)
        1    0.000    0.000    0.000    0.000 chart_bar.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_column.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_doughnut.py:12(ChartDoughnut)
        1    0.000    0.000    0.000    0.000 chart_radar.py:8(<module>)
        1    0.000    0.000    0.000    0.000 chart_scatter.py:8(<module>)
        5    0.000    0.000    0.000    0.000 common.py:547(is_period_arraylike)
        2    0.000    0.000    0.000    0.000 common.py:1823(_validate_date_like_dtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:110(CategoricalDtype)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.algos.ensure_int64}
       11    0.000    0.000    0.000    0.000 concat.py:93(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:75(PandasObject)
        1    0.000    0.000    0.000    0.000 nonreduce_axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 move.py:1(<module>)
        4    0.000    0.000    0.000    0.000 api.py:94(<listcomp>)
       12    0.000    0.000    0.000    0.000 base.py:437(_deepcopy_if_needed)
        4    0.000    0.000    0.000    0.000 base.py:2819(_can_reindex)
        6    0.000    0.000    0.000    0.000 base.py:3706(_make_compare)
        4    0.000    0.000    0.000    0.000 base.py:4037(_ensure_has_len)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:336(IRIXCPUInfo)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:458(DarwinCPUInfo)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:642(Win32CPUInfo)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 platform.py:570(mac_ver)
        3    0.000    0.000    0.000    0.000 dyld.py:70(dyld_override_search)
        1    0.000    0.000    0.000    0.000 docscrape.py:480(FunctionDoc)
        1    0.000    0.000    0.000    0.000 site.py:11(<module>)
        1    0.000    0.000    0.000    0.000 instance.py:177(CompiledInstance)
        1    0.000    0.000    0.000    0.000 instance.py:237(CompiledInstanceClassFilter)
        1    0.000    0.000    0.000    0.000 mixed.py:59(MixedName)
        1    0.000    0.000    0.000    0.000 __init__.py:337(VersionConflict)
       32    0.000    0.000    0.000    0.000 __init__.py:2555(_reload_version)
        1    0.000    0.000    0.000    0.000 __init__.py:3126(_initialize)
       12    0.000    0.000    0.000    0.000 plistlib.py:328(handle_begin_element)
       10    0.000    0.000    0.000    0.000 plistlib.py:358(get_data)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2565(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2724(Regex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3005(White)
      6/2    0.000    0.000    0.001    0.000 pyparsing.py:4142(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4100(Forward)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:721(test_uint32_int64)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:44(test_numexpr)
       19    0.000    0.000    0.000    0.000 strings.py:1354(copy)
        1    0.000    0.000    0.000    0.000 range.py:45(__new__)
        6    0.000    0.000    0.000    0.000 range.py:543(_make_evaluate_binop)
        1    0.000    0.000    0.000    0.000 frequencies.py:106(<listcomp>)
        5    0.000    0.000    0.001    0.000 frequencies.py:892(fields)
        5    0.000    0.000    0.000    0.000 frequencies.py:1051(_maybe_add_count)
        1    0.000    0.000    0.000    0.000 offsets.py:589(__init__)
        1    0.000    0.000    0.000    0.000 offsets.py:582(BusinessDay)
        1    0.000    0.000    0.000    0.000 offsets.py:702(BusinessHourMixin)
        1    0.000    0.000    0.000    0.000 offsets.py:1668(WeekOfMonth)
       13    0.000    0.000    0.000    0.000 offsets.py:1929(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsets.py:2258(FY5253)
       12    0.000    0.000    0.000    0.000 period.py:53(_field_accessor)
        4    0.000    0.000    0.000    0.000 datetimes.py:215(_join_i8_wrapper)
        4    0.000    0.000    0.000    0.000 datetimes.py:1071(_maybe_utc_convert)
       10    0.000    0.000    0.000    0.000 generic.py:236(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:183(dumps)
        3    0.000    0.000    0.000    0.000 indexing.py:2031(is_list_like_indexer)
        1    0.000    0.000    0.000    0.000 format.py:1472(CSVFormatter)
        2    0.000    0.000    0.000    0.000 _apipkg.py:14(_py_abspath)
        1    0.000    0.000    0.000    0.000 _apipkg.py:153(getmod)
        1    0.000    0.000    0.001    0.001 request.py:941(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 _converter.py:48(register)
        1    0.000    0.000    0.000    0.000 _converter.py:103(TimeFormatter)
        1    0.000    0.000    0.000    0.000 _converter.py:297(MilliSecondLocator)
        4    0.000    0.000    0.000    0.000 __init__.py:286(wrap)
        1    0.000    0.000    0.000    0.000 __init__.py:219(Verbose)
        1    0.000    0.000    0.000    0.000 __init__.py:626(_get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:256(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:2501(_FuncInfo)
        2    0.000    0.000    0.000    0.000 rcsetup.py:114(validate_path_exists)
        4    0.000    0.000    0.000    0.000 rcsetup.py:224(validate_int_or_None)
        4    0.000    0.000    0.000    0.000 rcsetup.py:263(validate_backend)
        2    0.000    0.000    0.000    0.000 rcsetup.py:274(validate_toolbar)
        4    0.000    0.000    0.000    0.000 rcsetup.py:419(validate_aspect)
        4    0.000    0.000    0.000    0.000 rcsetup.py:483(update_savefig_format)
        4    0.000    0.000    0.000    0.000 rcsetup.py:553(validate_corner_mask)
        4    0.000    0.000    0.000    0.000 rcsetup.py:591(validate_hinting)
        4    0.000    0.000    0.000    0.000 rcsetup.py:616(validate_bbox)
        4    0.000    0.000    0.000    0.000 rcsetup.py:629(validate_sketch)
        4    0.000    0.000    0.000    0.000 rcsetup.py:858(validate_hist_bins)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1473(clear)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1819(__radd__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1998(__invert__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3158(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3501(MatchFirst)
        3    0.000    0.000    0.000    0.000 pyparsing.py:4270(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4274(postParse)
       11    0.000    0.000    0.000    0.000 _color_data.py:34(<genexpr>)
       17    0.000    0.000    0.000    0.000 cycler.py:145(change_key)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 dates.py:509(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:861(RRuleLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:1086(_iterinfo)
        1    0.000    0.000    0.000    0.000 ticker.py:1308(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1417(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:2225(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:1223(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1622(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1893(Affine2D)
        1    0.000    0.000    0.000    0.000 _core.py:1268(HistPlot)
        1    0.000    0.000    0.000    0.000 _core.py:1349(KdePlot)
        1    0.000    0.000    0.000    0.000 panelnd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 list.py:12(SparseList)
       11    0.000    0.000    0.000    0.000 resample.py:133(_make_deprecated_binop)
        1    0.000    0.000    0.000    0.000 _depr_module.py:4(<module>)
       10    0.000    0.000    0.000    0.000 plotting.py:11(outer)
        2    0.000    0.000    0.000    0.000 parsers.py:499(_make_parser_function)
        2    0.000    0.000    0.000    0.000 parsers.py:766(close)
        8    0.000    0.000    0.000    0.000 parsers.py:1045(_is_index_col)
